Customer,Date,Product weight,Product price,Gender,Branch/Locker,Location,InvoiceId
ZIT549457,2022-12-04,2.53,12649.999999999998,F,G-Location 1,Yerevan,INV-20
RQH847088,2022-12-04,1.85,3700.0,F,G-Location 2,Yerevan,INV-21
PII838056,2022-12-04,1.86,9300.0,F,G-Location 3,Yerevan,INV-22
CHO530269,2022-12-04,5.64,33840.0,M,G-Location 5,Yerevan,INV-23
ORQ102428,2022-12-04,3.42,8550.0,F,G-Location 2,Yerevan,INV-24
CMR211019,2022-12-04,2.02,16160.0,F,G-Location 1,Yerevan,INV-25
JQA427212,2022-12-04,4.48,35840.0,F,G-Location 3,Yerevan,INV-26
SCK314236,2022-12-04,7.38,44280.0,F,G-Location 4,Yerevan,INV-27
ZJF744789,2022-12-04,2.47,13585.000000000002,F,G-Location 4,Yerevan,INV-28
LUA388700,2022-12-04,5.87,46960.0,F,G-Location 1,Yerevan,INV-29
QDA819257,2022-12-04,7.05,42300.0,F,G-Location 2,Yerevan,INV-30
UCG525096,2022-12-04,2.28,5699.999999999999,F,G-Location 4,Yerevan,INV-31
NYT175987,2022-12-04,3.5,28000.0,M,G-Location 1,Yerevan,INV-32
NZN217437,2022-12-04,0.42,3360.0,F,G-Location 4,Yerevan,INV-33
SZY954095,2022-12-04,4.47,22350.0,F,G-Location 4,Yerevan,INV-34
TMF919602,2022-12-04,7.05,45825.0,M,G-Location 1,Yerevan,INV-35
AWU673517,2022-12-04,6.81,44265.0,F,G-Location 2,Yerevan,INV-36
QLC179363,2022-12-04,7.86,19650.0,M,G-Location 5,Yerevan,INV-37
OPL180790,2022-12-04,2.25,12375.0,M,G-Location 5,Yerevan,INV-38
BSZ787236,2022-12-04,5.21,10420.0,M,G-Location 3,Yerevan,INV-39
NRT112294,2022-12-04,5.58,30690.0,M,G-Location 5,Yerevan,INV-40
OLR656790,2022-12-04,0.19,1140.0,F,G-Location 1,Yerevan,INV-41
SCH194243,2022-12-04,7.45,44700.0,M,G-Location 4,Yerevan,INV-42
YEU288728,2022-12-04,2.68,17420.0,M,G-Location 3,Yerevan,INV-43
DTQ257136,2022-12-04,1.05,2625.0,M,G-Location 2,Yerevan,INV-44
WKZ198749,2022-12-04,5.78,11560.0,F,G-Location 5,Yerevan,INV-45
SQP478956,2022-12-04,0.9,4950.0,M,G-Location 2,Yerevan,INV-46
CUU794008,2022-12-04,2.09,10450.0,M,G-Location 4,Yerevan,INV-47
FRI288782,2022-12-04,5.75,11500.0,F,G-Location 5,Yerevan,INV-48
TNU891011,2022-12-04,4.79,26345.0,F,G-Location 1,Yerevan,INV-49
TTA391209,2022-12-04,1.43,3575.0,F,G-Location 1,Yerevan,INV-50
MYO206955,2022-12-04,0.64,3200.0,M,G-Location 1,Yerevan,INV-51
SHR840225,2022-12-04,6.52,52160.0,F,G-Location 4,Yerevan,INV-52
KCO883639,2022-12-04,5.33,26650.0,M,G-Location 3,Yerevan,INV-53
LEJ235424,2022-12-04,0.73,3650.0,F,G-Location 3,Yerevan,INV-54
FYK549335,2022-12-04,4.39,35120.0,F,G-Location 3,Yerevan,INV-55
OKO420340,2022-12-04,5.24,26200.0,M,G-Location 2,Yerevan,INV-56
MLT971380,2022-12-04,6.79,37345.0,M,G-Location 4,Yerevan,INV-57
OTV181357,2022-12-04,2.08,13520.0,M,G-Location 5,Yerevan,INV-58
DUR988050,2022-12-04,1.29,2580.0,F,G-Location 4,Yerevan,INV-59
CEK851865,2022-12-04,0.91,4550.0,M,G-Location 1,Yerevan,INV-60
XCC307934,2022-12-04,0.32,640.0,M,G-Location 4,Yerevan,INV-61
AXT299970,2022-12-04,2.29,13740.0,F,G-Location 1,Yerevan,INV-62
XVO358604,2022-12-04,3.94,31520.0,M,G-Location 1,Yerevan,INV-63
SSA936907,2022-12-04,2.2,12100.000000000002,F,G-Location 4,Yerevan,INV-64
OVO515434,2022-12-04,3.87,23220.0,M,G-Location 4,Yerevan,INV-65
FYU493427,2022-12-04,2.8,22400.0,M,G-Location 3,Yerevan,INV-66
QLB705562,2022-12-04,3.36,20160.0,F,G-Location 5,Yerevan,INV-67
QAH839016,2022-12-04,6.91,41460.0,F,G-Location 4,Yerevan,INV-68
AYN601296,2022-12-04,1.48,9620.0,F,G-Location 4,Yerevan,INV-69
XHH462751,2022-12-04,3.04,16720.0,F,G-Location 5,Yerevan,INV-70
KYI909974,2022-12-04,4.82,24100.0,F,G-Location 2,Yerevan,INV-71
ZBF948707,2022-12-04,1.23,2460.0,F,G-Location 2,Yerevan,INV-72
YZZ781755,2022-12-04,2.84,22720.0,M,G-Location 3,Yerevan,INV-73
RXB785558,2022-12-04,7.8,39000.0,F,G-Location 3,Yerevan,INV-74
AXA845292,2022-12-04,1.03,6695.0,F,G-Location 4,Yerevan,INV-75
TIU134878,2022-12-04,5.38,13450.0,M,G-Location 4,Yerevan,INV-76
QCF140668,2022-12-04,5.0,27500.0,F,G-Location 4,Yerevan,INV-77
AOA107350,2022-12-04,1.63,9780.0,M,G-Location 4,Yerevan,INV-78
WKZ198749,2022-12-04,4.06,8119.999999999999,F,G-Location 4,Yerevan,INV-79
HMI466698,2022-12-04,5.15,12875.0,F,G-Location 4,Yerevan,INV-80
IXY998708,2022-12-04,4.87,31655.0,F,G-Location 2,Yerevan,INV-81
ZML372563,2022-12-04,4.08,20400.0,F,G-Location 4,Yerevan,INV-82
LPQ959075,2022-12-04,5.18,31080.0,F,G-Location 4,Yerevan,INV-83
CVG737617,2022-12-04,6.37,31850.0,F,G-Location 1,Yerevan,INV-84
BWC378419,2022-12-04,1.62,8100.000000000001,M,G-Location 5,Yerevan,INV-85
ETE218303,2022-12-04,2.76,13799.999999999998,F,G-Location 4,Yerevan,INV-86
WJA293928,2022-12-04,1.19,5950.0,M,G-Location 2,Yerevan,INV-87
AUK173688,2022-12-04,1.31,10480.0,F,G-Location 2,Yerevan,INV-88
XDM494470,2022-12-04,8.0,16000.0,M,G-Location 2,Yerevan,INV-89
LZY127857,2022-12-04,2.04,4080.0,M,G-Location 1,Yerevan,INV-90
BLT752388,2022-12-04,2.31,5775.0,F,G-Location 4,Yerevan,INV-91
AOK457989,2022-12-04,6.04,48320.0,F,G-Location 3,Yerevan,INV-92
BSD850618,2022-12-04,3.26,8149.999999999999,M,G-Location 5,Yerevan,INV-93
VHI971341,2022-12-04,6.15,36900.0,M,G-Location 5,Yerevan,INV-94
HUJ550050,2022-12-04,7.4,37000.0,F,G-Location 1,Yerevan,INV-95
QLC179363,2022-12-04,3.77,22620.0,M,G-Location 4,Yerevan,INV-96
IGV500087,2022-12-04,2.21,13260.0,F,G-Location 1,Yerevan,INV-97
YRH231883,2022-12-04,4.86,12150.0,F,G-Location 1,Yerevan,INV-98
OIR987251,2022-12-04,7.11,46215.0,M,G-Location 2,Yerevan,INV-99
PKF240886,2022-12-04,7.34,36700.0,M,G-Location 1,Yerevan,INV-100
HRK647596,2022-12-05,4.78,11950.0,M,G-Location 5,Yerevan,INV-1
WFV856968,2022-12-05,4.09,26585.0,M,G-Location 3,Yerevan,INV-2
XBT369522,2022-12-05,1.98,9900.0,F,G-Location 3,Yerevan,INV-3
PAG202015,2022-12-05,5.5,30250.0,M,G-Location 5,Yerevan,INV-4
YQS953254,2022-12-05,2.32,18560.0,F,G-Location 5,Yerevan,INV-5
JFR474366,2022-12-05,4.34,28210.0,F,G-Location 5,Yerevan,INV-6
RVW231480,2022-12-05,2.99,19435.0,F,G-Location 3,Yerevan,INV-7
NUP647263,2022-12-05,1.81,9050.0,F,G-Location 1,Yerevan,INV-8
GXU403839,2022-12-05,6.8,44200.0,F,G-Location 5,Yerevan,INV-9
RFG429951,2022-12-05,4.6,25299.999999999996,F,G-Location 5,Yerevan,INV-10
FMN247646,2022-12-05,0.3,750.0,F,G-Location 3,Yerevan,INV-11
BLR955078,2022-12-05,7.63,38150.0,F,G-Location 1,Yerevan,INV-12
DTO311472,2022-12-05,3.0,7500.0,F,G-Location 2,Yerevan,INV-13
HUQ919533,2022-12-05,7.0,35000.0,M,G-Location 2,Yerevan,INV-14
KFS627206,2022-12-05,1.77,8850.0,F,G-Location 2,Yerevan,INV-15
IGA896168,2022-12-05,7.05,42300.0,F,G-Location 2,Yerevan,INV-16
TEA482197,2022-12-05,7.29,40095.0,F,G-Location 5,Yerevan,INV-17
XVO358604,2022-12-05,7.56,45360.0,F,G-Location 3,Yerevan,INV-18
QAJ673049,2022-12-05,6.72,40320.0,F,G-Location 5,Yerevan,INV-19
FMR509017,2022-12-05,3.52,7040.0,F,G-Location 2,Yerevan,INV-20
CRD983738,2022-12-05,0.87,4785.0,F,G-Location 1,Yerevan,INV-21
OUZ710189,2022-12-05,2.12,13780.0,F,G-Location 3,Yerevan,INV-22
WTS413408,2022-12-05,7.9,47400.0,F,G-Location 1,Yerevan,INV-23
QHL754023,2022-12-05,0.14,1120.0,M,G-Location 4,Yerevan,INV-24
ODE899912,2022-12-05,4.13,22715.0,M,G-Location 5,Yerevan,INV-25
BSO864180,2022-12-05,1.67,13360.0,M,G-Location 1,Yerevan,INV-26
XKE355294,2022-12-05,6.51,13020.0,F,G-Location 3,Yerevan,INV-27
UYS283660,2022-12-05,2.55,15299.999999999998,M,G-Location 3,Yerevan,INV-28
LQV970535,2022-12-05,0.23,1840.0,F,G-Location 5,Yerevan,INV-29
BWC378419,2022-12-05,4.21,8420.0,F,G-Location 2,Yerevan,INV-30
HAC413044,2022-12-05,3.45,8625.0,M,G-Location 2,Yerevan,INV-31
BAB628883,2022-12-05,2.07,11385.0,F,G-Location 3,Yerevan,INV-32
JHJ852181,2022-12-05,3.46,8650.0,M,G-Location 1,Yerevan,INV-33
FYU493427,2022-12-05,7.4,59200.0,F,G-Location 1,Yerevan,INV-34
XHH462751,2022-12-05,5.62,11240.0,M,G-Location 1,Yerevan,INV-35
UZQ975753,2022-12-05,1.82,4550.0,F,G-Location 2,Yerevan,INV-36
UUN401221,2022-12-05,5.96,35760.0,F,G-Location 3,Yerevan,INV-37
IGA896168,2022-12-05,6.71,53680.0,F,G-Location 3,Yerevan,INV-38
YDP844301,2022-12-05,1.48,3700.0,M,G-Location 1,Yerevan,INV-39
KCR884126,2022-12-05,7.96,43780.0,F,G-Location 5,Yerevan,INV-40
PSX374322,2022-12-05,6.86,41160.0,M,G-Location 3,Yerevan,INV-41
XLE759261,2022-12-05,7.76,19400.0,M,G-Location 4,Yerevan,INV-42
YTH208638,2022-12-05,7.83,62640.0,M,G-Location 5,Yerevan,INV-43
RRL899652,2022-12-05,1.63,3260.0,F,G-Location 1,Yerevan,INV-44
IDM275147,2022-12-05,7.68,49920.0,M,G-Location 2,Yerevan,INV-45
OPM303085,2022-12-05,1.52,12160.0,F,G-Location 5,Yerevan,INV-46
DXK475986,2022-12-05,6.37,50960.0,F,G-Location 5,Yerevan,INV-47
FKJ315631,2022-12-05,6.4,35200.0,M,G-Location 3,Yerevan,INV-48
BTL721197,2022-12-05,1.72,9460.0,M,G-Location 4,Yerevan,INV-49
BEN757039,2022-12-05,7.03,56240.0,M,G-Location 5,Yerevan,INV-50
FAH624635,2022-12-05,3.12,24960.0,F,G-Location 1,Yerevan,INV-51
WFN224098,2022-12-05,3.56,8900.0,M,G-Location 4,Yerevan,INV-52
FPE529895,2022-12-05,5.31,10620.0,F,G-Location 1,Yerevan,INV-53
IQU843737,2022-12-05,7.69,42295.0,F,G-Location 2,Yerevan,INV-54
VYH919065,2022-12-05,3.08,20020.0,F,G-Location 2,Yerevan,INV-55
AZK468069,2022-12-05,5.7,11400.0,F,G-Location 4,Yerevan,INV-56
PPY412019,2022-12-05,5.3,31800.0,F,G-Location 5,Yerevan,INV-57
SZY954095,2022-12-05,6.71,53680.0,F,G-Location 3,Yerevan,INV-58
KRJ133301,2022-12-05,3.9,25350.0,F,G-Location 5,Yerevan,INV-59
QYP795221,2022-12-05,7.24,57920.0,F,G-Location 2,Yerevan,INV-60
PKN420278,2022-12-05,6.78,33900.0,M,G-Location 2,Yerevan,INV-61
MAT301238,2022-12-05,4.21,21050.0,M,G-Location 3,Yerevan,INV-62
STA784956,2022-12-05,3.3,26400.0,M,G-Location 5,Yerevan,INV-63
DVZ128870,2022-12-05,1.9,15200.0,M,G-Location 4,Yerevan,INV-64
LKW771312,2022-12-05,1.07,5885.0,M,G-Location 3,Yerevan,INV-65
HHU980690,2022-12-05,5.49,43920.0,F,G-Location 1,Yerevan,INV-66
FIA425108,2022-12-05,3.24,25920.0,M,G-Location 4,Yerevan,INV-67
YDJ914747,2022-12-05,1.15,2300.0,M,G-Location 5,Yerevan,INV-68
QRI951948,2022-12-05,7.74,19350.0,M,G-Location 3,Yerevan,INV-69
ELG752413,2022-12-05,3.56,8900.0,F,G-Location 1,Yerevan,INV-70
MVV628502,2022-12-05,3.21,8025.0,F,G-Location 4,Yerevan,INV-71
SGX627924,2022-12-05,3.23,19380.0,M,G-Location 3,Yerevan,INV-72
FNS174165,2022-12-05,1.01,8080.0,F,G-Location 3,Yerevan,INV-73
LGO397551,2022-12-05,0.79,4740.0,F,G-Location 1,Yerevan,INV-74
WYC232788,2022-12-05,1.19,9520.0,M,G-Location 4,Yerevan,INV-75
EHE804589,2022-12-05,3.33,16650.0,F,G-Location 4,Yerevan,INV-76
DRF634534,2022-12-05,1.57,9420.0,M,G-Location 5,Yerevan,INV-77
FON598831,2022-12-05,4.1,24599.999999999996,F,G-Location 4,Yerevan,INV-78
UPM766987,2022-12-05,7.15,17875.0,F,G-Location 2,Yerevan,INV-79
QCA450400,2022-12-05,5.68,34080.0,M,G-Location 5,Yerevan,INV-80
BAJ698151,2022-12-05,7.55,18875.0,F,G-Location 5,Yerevan,INV-81
OLP376699,2022-12-05,1.56,9360.0,F,G-Location 5,Yerevan,INV-82
ANS355383,2022-12-05,5.62,44960.0,M,G-Location 3,Yerevan,INV-83
FIA425108,2022-12-05,1.7,9350.0,F,G-Location 5,Yerevan,INV-84
FUW131482,2022-12-05,2.6,13000.0,F,G-Location 4,Yerevan,INV-85
CBK101301,2022-12-05,6.77,44005.0,M,G-Location 1,Yerevan,INV-86
TGS205263,2022-12-05,1.58,10270.0,F,G-Location 5,Yerevan,INV-87
QQU724330,2022-12-05,7.07,14140.0,F,G-Location 1,Yerevan,INV-88
XPA833852,2022-12-05,5.5,30250.0,F,G-Location 4,Yerevan,INV-89
AGT874841,2022-12-05,5.52,27599.999999999996,F,G-Location 2,Yerevan,INV-90
ESP111559,2022-12-05,1.14,5699.999999999999,F,G-Location 3,Yerevan,INV-91
JNW631954,2022-12-05,3.95,25675.0,F,G-Location 2,Yerevan,INV-92
JBB483918,2022-12-05,6.48,38880.0,F,G-Location 1,Yerevan,INV-93
MXQ470100,2022-12-05,6.32,50560.0,F,G-Location 5,Yerevan,INV-94
MAO666436,2022-12-05,1.04,8320.0,F,G-Location 4,Yerevan,INV-95
XNT205876,2022-12-05,1.06,6890.0,F,G-Location 2,Yerevan,INV-96
LUA388700,2022-12-05,4.35,34800.0,F,G-Location 2,Yerevan,INV-97
UWV231156,2022-12-05,1.01,8080.0,M,G-Location 5,Yerevan,INV-98
RWL402379,2022-12-05,0.72,1800.0,M,G-Location 2,Yerevan,INV-99
JZI636947,2022-12-05,5.85,46800.0,F,G-Location 2,Yerevan,INV-100
OGV772540,2022-12-06,7.25,14500.0,F,G-Location 1,Yerevan,INV-1
PYG175767,2022-12-06,3.12,6240.0,M,G-Location 3,Yerevan,INV-2
CVG737617,2022-12-06,4.72,28320.0,M,G-Location 2,Yerevan,INV-3
PBB996663,2022-12-06,6.29,37740.0,M,G-Location 3,Yerevan,INV-4
SBH833417,2022-12-06,7.76,62080.0,M,G-Location 3,Yerevan,INV-5
LPQ959075,2022-12-06,6.95,41700.0,F,G-Location 1,Yerevan,INV-6
QUH267996,2022-12-06,7.48,48620.0,F,G-Location 1,Yerevan,INV-7
UTD140894,2022-12-06,1.84,3680.0,F,G-Location 1,Yerevan,INV-8
XUU266356,2022-12-06,4.45,24475.0,M,G-Location 3,Yerevan,INV-9
KLQ896383,2022-12-06,1.72,4300.0,M,G-Location 3,Yerevan,INV-10
HUI349406,2022-12-06,3.45,27600.0,F,G-Location 3,Yerevan,INV-11
MAT301238,2022-12-06,4.68,11700.0,F,G-Location 2,Yerevan,INV-12
JME591769,2022-12-06,7.45,14900.0,M,G-Location 3,Yerevan,INV-13
UWQ634229,2022-12-06,5.58,13950.0,F,G-Location 2,Yerevan,INV-14
RXZ350571,2022-12-06,5.83,37895.0,F,G-Location 4,Yerevan,INV-15
YDP844301,2022-12-06,4.97,24850.0,M,G-Location 4,Yerevan,INV-16
AEF448288,2022-12-06,5.78,28900.0,F,G-Location 4,Yerevan,INV-17
NPI868783,2022-12-06,3.22,6440.0,M,G-Location 4,Yerevan,INV-18
IOY582500,2022-12-06,4.06,22329.999999999996,M,G-Location 3,Yerevan,INV-19
JMP850605,2022-12-06,0.93,1860.0,M,G-Location 2,Yerevan,INV-20
ADY744605,2022-12-06,6.39,35145.0,M,G-Location 5,Yerevan,INV-21
KOV623591,2022-12-06,3.52,21120.0,M,G-Location 4,Yerevan,INV-22
PMP183818,2022-12-06,4.52,11299.999999999998,M,G-Location 5,Yerevan,INV-23
EKJ945264,2022-12-06,7.22,39710.0,M,G-Location 1,Yerevan,INV-24
RWL402379,2022-12-06,2.85,15675.0,F,G-Location 2,Yerevan,INV-25
NUT441170,2022-12-06,2.28,12539.999999999998,F,G-Location 3,Yerevan,INV-26
WIJ699903,2022-12-06,0.83,5395.0,M,G-Location 3,Yerevan,INV-27
WNI722942,2022-12-06,1.51,12080.0,M,G-Location 2,Yerevan,INV-28
DJS936594,2022-12-06,4.66,25630.0,F,G-Location 2,Yerevan,INV-29
GVC892903,2022-12-06,5.35,13375.0,M,G-Location 2,Yerevan,INV-30
JMR200933,2022-12-06,7.18,39490.0,F,G-Location 4,Yerevan,INV-31
LMU849717,2022-12-06,4.59,25245.0,F,G-Location 1,Yerevan,INV-32
KNG747411,2022-12-06,2.4,19200.0,F,G-Location 3,Yerevan,INV-33
RFU427866,2022-12-06,1.86,12090.0,F,G-Location 4,Yerevan,INV-34
CYZ503472,2022-12-06,4.57,27420.0,M,G-Location 5,Yerevan,INV-35
PSX374322,2022-12-06,1.52,7600.0,M,G-Location 3,Yerevan,INV-36
GQB969648,2022-12-06,5.19,41520.0,F,G-Location 4,Yerevan,INV-37
DRN538974,2022-12-06,3.9,21450.0,F,G-Location 1,Yerevan,INV-38
ZOB628436,2022-12-06,7.89,43395.0,F,G-Location 1,Yerevan,INV-39
HPI478895,2022-12-06,3.01,15049.999999999998,F,G-Location 5,Yerevan,INV-40
ELL454825,2022-12-06,5.52,27599.999999999996,F,G-Location 2,Yerevan,INV-41
AJJ244794,2022-12-06,3.72,7440.0,F,G-Location 3,Yerevan,INV-42
SAV181019,2022-12-06,0.11,715.0,F,G-Location 4,Yerevan,INV-43
DPV640034,2022-12-06,2.87,7175.0,M,G-Location 3,Yerevan,INV-44
DDY123602,2022-12-06,5.96,11920.0,F,G-Location 3,Yerevan,INV-45
TST603776,2022-12-06,3.62,23530.0,F,G-Location 1,Yerevan,INV-46
OFC238514,2022-12-06,6.54,39240.0,M,G-Location 4,Yerevan,INV-47
MGF252909,2022-12-06,4.81,28859.999999999996,M,G-Location 4,Yerevan,INV-48
JWA426555,2022-12-06,7.6,45600.0,M,G-Location 4,Yerevan,INV-49
KDJ676930,2022-12-06,1.9,11400.0,M,G-Location 5,Yerevan,INV-50
WBE440197,2022-12-06,3.79,24635.0,F,G-Location 4,Yerevan,INV-51
DDT625695,2022-12-06,7.52,15040.0,F,G-Location 3,Yerevan,INV-52
TCC531741,2022-12-06,3.85,9625.0,F,G-Location 1,Yerevan,INV-53
CSQ691283,2022-12-06,4.84,9680.0,F,G-Location 5,Yerevan,INV-54
AWH558240,2022-12-06,5.13,33345.0,F,G-Location 5,Yerevan,INV-55
YYY799208,2022-12-06,1.87,11220.0,M,G-Location 4,Yerevan,INV-56
XGB584230,2022-12-06,1.7,9350.0,F,G-Location 4,Yerevan,INV-57
CNF996849,2022-12-06,6.73,43745.0,M,G-Location 1,Yerevan,INV-58
DBF368884,2022-12-06,1.56,3120.0,M,G-Location 3,Yerevan,INV-59
UOQ623696,2022-12-06,4.7,23500.0,F,G-Location 1,Yerevan,INV-60
KKL230530,2022-12-06,7.34,18350.0,F,G-Location 1,Yerevan,INV-61
QBS702604,2022-12-06,1.9,4750.0,M,G-Location 3,Yerevan,INV-62
SQP659692,2022-12-06,5.57,36205.0,M,G-Location 1,Yerevan,INV-63
CXS667891,2022-12-06,1.9,9500.0,M,G-Location 2,Yerevan,INV-64
MOJ617585,2022-12-06,7.7,50050.0,M,G-Location 4,Yerevan,INV-65
ZAB368134,2022-12-06,0.72,1440.0,F,G-Location 4,Yerevan,INV-66
EQP625844,2022-12-06,7.19,35950.0,M,G-Location 2,Yerevan,INV-67
TST603776,2022-12-06,0.35,2275.0,M,G-Location 2,Yerevan,INV-68
VSP952778,2022-12-06,7.88,51220.0,F,G-Location 2,Yerevan,INV-69
OHM346028,2022-12-06,2.2,12100.000000000002,M,G-Location 4,Yerevan,INV-70
QZT723974,2022-12-06,1.7,13600.0,M,G-Location 4,Yerevan,INV-71
KER537714,2022-12-06,4.3,21500.0,M,G-Location 2,Yerevan,INV-72
UUO196861,2022-12-06,4.67,11675.0,F,G-Location 1,Yerevan,INV-73
FQV164564,2022-12-06,5.71,34260.0,F,G-Location 1,Yerevan,INV-74
FAH624635,2022-12-06,4.94,39520.0,M,G-Location 3,Yerevan,INV-75
XDM494470,2022-12-06,5.81,14524.999999999998,F,G-Location 4,Yerevan,INV-76
BJS968661,2022-12-06,1.32,2640.0,M,G-Location 1,Yerevan,INV-77
HPI478895,2022-12-06,4.97,29820.0,F,G-Location 1,Yerevan,INV-78
NNA291882,2022-12-06,3.52,21120.0,M,G-Location 1,Yerevan,INV-79
KDJ676930,2022-12-06,2.52,15120.0,M,G-Location 5,Yerevan,INV-80
MFJ677988,2022-12-06,5.4,29700.000000000004,F,G-Location 4,Yerevan,INV-81
CMK581163,2022-12-06,6.53,35915.0,F,G-Location 3,Yerevan,INV-82
KXO254888,2022-12-06,4.26,25560.0,F,G-Location 2,Yerevan,INV-83
FXG710954,2022-12-06,7.79,62320.0,F,G-Location 2,Yerevan,INV-84
KAR169433,2022-12-06,2.47,14820.000000000002,M,G-Location 4,Yerevan,INV-85
YHE849231,2022-12-06,2.6,13000.0,M,G-Location 2,Yerevan,INV-86
UHD143418,2022-12-06,6.22,37320.0,F,G-Location 4,Yerevan,INV-87
BSZ787236,2022-12-06,1.78,14240.0,M,G-Location 1,Yerevan,INV-88
CEW911465,2022-12-06,5.25,26250.0,F,G-Location 5,Yerevan,INV-89
FWT340140,2022-12-06,0.54,2970.0,F,G-Location 4,Yerevan,INV-90
WIV667311,2022-12-06,1.7,13600.0,M,G-Location 2,Yerevan,INV-91
YHC768246,2022-12-06,2.97,14850.000000000002,M,G-Location 5,Yerevan,INV-92
BZB907317,2022-12-06,5.69,31295.000000000004,F,G-Location 1,Yerevan,INV-93
UUO196861,2022-12-06,4.72,11800.0,M,G-Location 1,Yerevan,INV-94
YHC768246,2022-12-06,3.39,20340.0,F,G-Location 2,Yerevan,INV-95
CXZ478430,2022-12-06,3.83,30640.0,F,G-Location 3,Yerevan,INV-96
FBW338943,2022-12-06,5.63,14075.0,M,G-Location 4,Yerevan,INV-97
ORR843404,2022-12-06,7.0,14000.0,F,G-Location 3,Yerevan,INV-98
XVA214225,2022-12-06,1.03,8240.0,M,G-Location 2,Yerevan,INV-99
FTI182191,2022-12-06,6.61,42965.0,F,G-Location 3,Yerevan,INV-100
INF778836,2022-12-07,6.59,36245.0,M,G-Location 4,Yerevan,INV-1
JGN504951,2022-12-07,1.84,10120.0,F,G-Location 3,Yerevan,INV-2
RNM922172,2022-12-07,7.28,47320.0,F,G-Location 5,Yerevan,INV-3
MXQ470100,2022-12-07,1.1,6050.000000000001,M,G-Location 2,Yerevan,INV-4
UIZ678826,2022-12-07,3.92,9800.0,M,G-Location 1,Yerevan,INV-5
DKJ815708,2022-12-07,2.69,5380.0,F,G-Location 3,Yerevan,INV-6
DQA374038,2022-12-07,6.63,36465.0,F,G-Location 4,Yerevan,INV-7
IWK273138,2022-12-07,2.22,17760.0,M,G-Location 1,Yerevan,INV-8
WFW489262,2022-12-07,0.26,1300.0,M,G-Location 3,Yerevan,INV-9
PZI199860,2022-12-07,0.58,1450.0,F,G-Location 1,Yerevan,INV-10
BTP507107,2022-12-07,3.41,17050.0,M,G-Location 5,Yerevan,INV-11
HBT386322,2022-12-07,7.35,40425.0,F,G-Location 2,Yerevan,INV-12
KEX142479,2022-12-07,3.5,8750.0,M,G-Location 3,Yerevan,INV-13
UHD143418,2022-12-07,2.83,18395.0,F,G-Location 5,Yerevan,INV-14
AHR196427,2022-12-07,7.0,42000.0,M,G-Location 4,Yerevan,INV-15
GLH922197,2022-12-07,4.21,27365.0,F,G-Location 2,Yerevan,INV-16
XXQ141466,2022-12-07,2.48,4960.0,M,G-Location 4,Yerevan,INV-17
UXF746034,2022-12-07,1.4,7699.999999999999,M,G-Location 3,Yerevan,INV-18
AXI783206,2022-12-07,0.79,4740.0,F,G-Location 5,Yerevan,INV-19
UZQ975753,2022-12-07,1.08,6480.0,M,G-Location 5,Yerevan,INV-20
GPR813090,2022-12-07,1.24,6820.0,M,G-Location 3,Yerevan,INV-21
KYI909974,2022-12-07,6.38,12760.0,M,G-Location 3,Yerevan,INV-22
FOI879512,2022-12-07,4.23,23265.000000000004,M,G-Location 2,Yerevan,INV-23
KFO384540,2022-12-07,1.89,15120.0,M,G-Location 3,Yerevan,INV-24
PBS884989,2022-12-07,2.25,4500.0,M,G-Location 4,Yerevan,INV-25
KKL230530,2022-12-07,4.08,22440.0,M,G-Location 2,Yerevan,INV-26
ALN161735,2022-12-07,0.89,4895.0,M,G-Location 5,Yerevan,INV-27
LWM722635,2022-12-07,3.07,15350.0,F,G-Location 1,Yerevan,INV-28
GQR201747,2022-12-07,1.29,10320.0,M,G-Location 1,Yerevan,INV-29
GMA134675,2022-12-07,6.55,36025.0,F,G-Location 5,Yerevan,INV-30
FGU113123,2022-12-07,4.93,24650.0,M,G-Location 4,Yerevan,INV-31
LKD183631,2022-12-07,6.43,35365.0,F,G-Location 1,Yerevan,INV-32
SKY548616,2022-12-07,7.57,15140.0,M,G-Location 5,Yerevan,INV-33
NNP442008,2022-12-07,6.3,50400.0,M,G-Location 4,Yerevan,INV-34
AKI859017,2022-12-07,0.4,3200.0,F,G-Location 1,Yerevan,INV-35
GQR201747,2022-12-07,5.85,32174.999999999996,M,G-Location 3,Yerevan,INV-36
QED490692,2022-12-07,6.01,36060.0,F,G-Location 5,Yerevan,INV-37
VHI971341,2022-12-07,6.06,12120.0,F,G-Location 5,Yerevan,INV-38
ZGF693332,2022-12-07,0.95,4750.0,F,G-Location 4,Yerevan,INV-39
BIU272382,2022-12-07,2.36,4720.0,M,G-Location 5,Yerevan,INV-40
LSJ184317,2022-12-07,7.52,48880.0,M,G-Location 3,Yerevan,INV-41
RGV420003,2022-12-07,4.64,30159.999999999996,M,G-Location 5,Yerevan,INV-42
NNE598233,2022-12-07,7.43,48295.0,M,G-Location 2,Yerevan,INV-43
TFS265734,2022-12-07,2.61,5220.0,M,G-Location 2,Yerevan,INV-44
TQA223199,2022-12-07,1.87,10285.0,M,G-Location 4,Yerevan,INV-45
AZP596115,2022-12-07,6.71,36905.0,M,G-Location 3,Yerevan,INV-46
NRW257844,2022-12-07,3.79,20845.0,M,G-Location 5,Yerevan,INV-47
BCY286404,2022-12-07,1.98,4950.0,M,G-Location 3,Yerevan,INV-48
